FTHG,FTAG,Date,FTR,HomeTeam,AwayTeam
1,1,22/08/2010,D,Heracles Almelo,Feyenoord
3,1,22/08/2010,H,PSV Eindhoven,AZ Alkmaar
3,0,22/08/2010,H,FC Utrecht,Willem II
2,3,22/08/2010,A,VVV-Venlo,ADO Den Haag
0,3,27/08/2010,A,Willem II,FC Groningen
2,0,28/08/2010,H,NAC Breda,VVV-Venlo
2,2,28/08/2010,D,NEC Nijmegen,SC Heerenveen
4,2,28/08/2010,H,Roda JC,Heracles Almelo
4,0,29/08/2010,H,FC Twente,FC Utrecht
0,5,29/08/2010,A,De Graafschap,Ajax
1,1,29/08/2010,D,AZ Alkmaar,Excelsior
4,0,29/08/2010,H,Feyenoord,Vitesse
2,2,29/08/2010,D,ADO Den Haag,PSV Eindhoven
2,0,11/09/2010,H,Ajax,Willem II
1,2,11/09/2010,A,AZ Alkmaar,Roda JC
2,1,11/09/2010,H,Excelsior,Heracles Almelo
2,1,11/09/2010,H,SC Heerenveen,Vitesse
3,1,11/09/2010,H,PSV Eindhoven,NEC Nijmegen
1,2,11/09/2010,A,VVV-Venlo,FC Twente
2,2,12/09/2010,D,ADO Den Haag,De Graafschap
1,0,12/09/2010,H,FC Groningen,FC Utrecht
2,0,12/09/2010,H,NAC Breda,Feyenoord
3,2,17/09/2010,H,De Graafschap,SC Heerenveen
2,4,18/09/2010,A,Willem II,ADO Den Haag
2,0,18/09/2010,H,FC Groningen,Excelsior
0,0,18/09/2010,D,Vitesse,NAC Breda
1,2,19/09/2010,A,Feyenoord,Ajax
0,0,19/09/2010,D,Heracles Almelo,FC Twente
0,1,19/09/2010,A,NEC Nijmegen,AZ Alkmaar
0,0,19/09/2010,D,Roda JC,PSV Eindhoven
3,2,19/09/2010,H,FC Utrecht,VVV-Venlo
1,0,25/09/2010,H,AZ Alkmaar,FC Utrecht
3,2,25/09/2010,H,ADO Den Haag,Heracles Almelo
2,2,25/09/2010,D,SC Heerenveen,Roda JC
1,1,25/09/2010,D,PSV Eindhoven,FC Groningen
2,2,25/09/2010,D,FC Twente,Ajax
0,2,26/09/2010,A,Excelsior,Vitesse
2,1,26/09/2010,H,NAC Breda,Willem II
3,0,26/09/2010,H,NEC Nijmegen,Feyenoord
1,0,26/09/2010,H,VVV-Venlo,De Graafschap
0,0,01/10/2010,D,Vitesse,Willem II
2,0,02/10/2010,H,NAC Breda,NEC Nijmegen
1,2,02/10/2010,A,Excelsior,Roda JC
1,2,03/10/2010,A,Ajax,FC Utrecht
2,1,03/10/2010,H,AZ Alkmaar,Heracles Almelo
1,1,03/10/2010,D,De Graafschap,Feyenoord
0,0,03/10/2010,D,SC Heerenveen,ADO Den Haag
3,0,03/10/2010,H,PSV Eindhoven,VVV-Venlo
4,2,03/10/2010,H,FC Twente,FC Groningen
3,0,16/10/2010,H,Ajax,NAC Breda
2,1,16/10/2010,H,ADO Den Haag,Excelsior
0,1,16/10/2010,A,Feyenoord,FC Twente
2,2,16/10/2010,D,FC Utrecht,De Graafschap
0,1,16/10/2010,A,VVV-Venlo,AZ Alkmaar
2,4,17/10/2010,A,Willem II,PSV Eindhoven
4,1,17/10/2010,H,Roda JC,Vitesse
3,2,17/10/2010,H,Heracles Almelo,NEC Nijmegen
1,0,17/10/2010,H,FC Groningen,SC Heerenveen
1,2,22/10/2010,A,NAC Breda,Roda JC
1,1,23/10/2010,D,De Graafschap,Heracles Almelo
2,0,23/10/2010,H,SC Heerenveen,VVV-Venlo
3,2,23/10/2010,H,NEC Nijmegen,FC Groningen
1,4,24/10/2010,A,Vitesse,FC Utrecht
10,0,24/10/2010,H,PSV Eindhoven,Feyenoord
2,2,24/10/2010,D,Excelsior,Ajax
3,2,24/10/2010,H,FC Twente,ADO Den Haag
3,0,24/10/2010,H,AZ Alkmaar,Willem II
4,1,26/10/2010,H,Heracles Almelo,NAC Breda
1,1,26/10/2010,D,Roda JC,NEC Nijmegen
1,3,27/10/2010,A,Willem II,FC Twente
0,2,27/10/2010,A,Vitesse,PSV Eindhoven
3,1,27/10/2010,H,FC Groningen,ADO Den Haag
2,1,27/10/2010,H,De Graafschap,AZ Alkmaar
3,0,27/10/2010,H,Feyenoord,VVV-Venlo
3,1,27/10/2010,H,Ajax,SC Heerenveen
2,0,27/10/2010,H,FC Utrecht,Excelsior
1,4,30/10/2010,A,Heracles Almelo,Ajax
2,0,30/10/2010,H,NAC Breda,De Graafschap
0,1,30/10/2010,A,PSV Eindhoven,FC Twente
3,5,30/10/2010,A,VVV-Venlo,FC Groningen
0,2,30/10/2010,A,Excelsior,SC Heerenveen
2,1,31/10/2010,H,AZ Alkmaar,Feyenoord
1,0,31/10/2010,H,ADO Den Haag,FC Utrecht
0,0,31/10/2010,D,NEC Nijmegen,Vitesse
2,2,31/10/2010,D,Roda JC,Willem II
1,4,05/11/2010,A,Willem II,VVV-Venlo
1,4,06/11/2010,A,De Graafschap,NEC Nijmegen
2,1,06/11/2010,H,FC Twente,Excelsior
2,1,06/11/2010,H,FC Groningen,NAC Breda
3,2,06/11/2010,H,SC Heerenveen,Heracles Almelo
1,1,07/11/2010,D,Vitesse,AZ Alkmaar
0,1,07/11/2010,A,Ajax,ADO Den Haag
1,1,07/11/2010,D,Feyenoord,Roda JC
1,2,07/11/2010,A,FC Utrecht,PSV Eindhoven
4,2,13/11/2010,H,PSV Eindhoven,Excelsior
2,1,13/11/2010,H,NAC Breda,FC Twente
2,0,14/11/2010,H,AZ Alkmaar,Ajax
2,2,14/11/2010,D,Feyenoord,SC Heerenveen
3,0,14/11/2010,H,Heracles Almelo,FC Groningen
1,1,14/11/2010,D,NEC Nijmegen,ADO Den Haag
1,5,14/11/2010,A,VVV-Venlo,Vitesse
2,0,20/11/2010,H,Vitesse,Heracles Almelo
1,2,20/11/2010,A,FC Twente,AZ Alkmaar
3,1,20/11/2010,H,De Graafschap,Roda JC
0,0,20/11/2010,D,Ajax,PSV Eindhoven
1,0,20/11/2010,H,Excelsior,VVV-Venlo
3,0,21/11/2010,H,ADO Den Haag,NAC Breda
2,0,21/11/2010,H,FC Groningen,Feyenoord
5,0,21/11/2010,H,SC Heerenveen,Willem II
4,0,21/11/2010,H,FC Utrecht,NEC Nijmegen
1,1,24/11/2010,D,Roda JC,FC Utrecht
0,1,24/11/2010,A,Willem II,De Graafschap
4,2,26/11/2010,H,NAC Breda,PSV Eindhoven
2,4,27/11/2010,A,NEC Nijmegen,FC Twente
1,1,27/11/2010,D,Willem II,Excelsior
2,2,27/11/2010,D,AZ Alkmaar,SC Heerenveen
1,0,27/11/2010,H,Roda JC,FC Groningen
2,1,28/11/2010,H,Feyenoord,ADO Den Haag
1,1,28/11/2010,D,De Graafschap,Vitesse
2,1,28/11/2010,H,Heracles Almelo,FC Utrecht
0,2,28/11/2010,A,VVV-Venlo,Ajax
4,1,03/12/2010,H,FC Groningen,Vitesse
2,0,04/12/2010,H,FC Twente,De Graafschap
1,1,04/12/2010,D,Ajax,NEC Nijmegen
5,2,04/12/2010,H,PSV Eindhoven,Heracles Almelo
2,1,05/12/2010,H,FC Utrecht,SC Heerenveen
1,1,05/12/2010,D,Willem II,Feyenoord
0,2,05/12/2010,A,ADO Den Haag,AZ Alkmaar
2,2,10/12/2010,D,Heracles Almelo,VVV-Venlo
0,0,11/12/2010,D,De Graafschap,PSV Eindhoven
3,1,11/12/2010,H,NAC Breda,FC Utrecht
3,1,11/12/2010,H,NEC Nijmegen,Willem II
1,1,11/12/2010,D,Roda JC,ADO Den Haag
0,1,12/12/2010,A,Vitesse,Ajax
2,0,12/12/2010,H,FC Groningen,AZ Alkmaar
1,0,12/12/2010,H,Feyenoord,Excelsior
6,2,12/12/2010,H,SC Heerenveen,FC Twente
0,4,14/12/2010,A,VVV-Venlo,Roda JC
1,3,15/12/2010,A,Excelsior,NAC Breda
2,1,18/12/2010,H,ADO Den Haag,Willem II
2,2,18/12/2010,D,Excelsior,FC Groningen
4,0,18/12/2010,H,SC Heerenveen,De Graafschap
1,1,18/12/2010,D,NAC Breda,Vitesse
3,1,19/12/2010,H,PSV Eindhoven,Roda JC
1,2,19/01/2011,A,VVV-Venlo,FC Utrecht
2,0,19/01/2011,H,Ajax,Feyenoord
2,2,19/01/2011,D,AZ Alkmaar,NEC Nijmegen
5,0,19/01/2011,H,FC Twente,Heracles Almelo
3,1,21/01/2011,H,ADO Den Haag,SC Heerenveen
0,1,22/01/2011,A,Feyenoord,De Graafschap
0,0,22/01/2011,D,Heracles Almelo,AZ Alkmaar
2,2,22/01/2011,D,NEC Nijmegen,NAC Breda
1,0,22/01/2011,H,Willem II,Vitesse
0,3,23/01/2011,A,VVV-Venlo,PSV Eindhoven
1,2,23/01/2011,A,FC Groningen,FC Twente
3,0,23/01/2011,H,Roda JC,Excelsior
3,0,23/01/2011,H,FC Utrecht,Ajax
1,1,28/01/2011,D,NEC Nijmegen,Heracles Almelo
2,1,29/01/2011,H,PSV Eindhoven,Willem II
5,2,29/01/2011,H,Vitesse,Roda JC
6,1,29/01/2011,H,AZ Alkmaar,VVV-Venlo
1,5,30/01/2011,A,Excelsior,ADO Den Haag
1,4,30/01/2011,A,SC Heerenveen,FC Groningen
0,3,30/01/2011,A,NAC Breda,Ajax
2,1,30/01/2011,H,FC Twente,Feyenoord
0,0,01/02/2011,D,De Graafschap,FC Utrecht
2,0,04/02/2011,H,Ajax,De Graafschap
3,0,05/02/2011,H,VVV-Venlo,NAC Breda
0,1,05/02/2011,A,PSV Eindhoven,ADO Den Haag
2,1,05/02/2011,H,Excelsior,AZ Alkmaar
0,0,05/02/2011,D,SC Heerenveen,NEC Nijmegen
7,1,06/02/2011,H,FC Groningen,Willem II
1,0,06/02/2011,H,Heracles Almelo,Roda JC
1,1,06/02/2011,D,FC Utrecht,FC Twente
1,1,06/02/2011,D,Vitesse,Feyenoord
0,4,12/02/2011,A,AZ Alkmaar,PSV Eindhoven
3,0,12/02/2011,H,ADO Den Haag,VVV-Venlo
1,0,12/02/2011,H,FC Twente,Vitesse
3,3,12/02/2011,D,Willem II,FC Utrecht
2,1,12/02/2011,H,Feyenoord,Heracles Almelo
2,2,13/02/2011,D,Roda JC,Ajax
2,0,13/02/2011,H,NEC Nijmegen,Excelsior
0,2,13/02/2011,A,NAC Breda,SC Heerenveen
1,1,13/02/2011,D,De Graafschap,FC Groningen
1,1,18/02/2011,D,FC Utrecht,Heracles Almelo
4,0,19/02/2011,H,Excelsior,Willem II
0,2,19/02/2011,A,SC Heerenveen,AZ Alkmaar
1,4,19/02/2011,A,FC Groningen,Roda JC
4,1,20/02/2011,H,PSV Eindhoven,NAC Breda
2,0,20/02/2011,H,Vitesse,De Graafschap
2,2,20/02/2011,D,ADO Den Haag,Feyenoord
1,1,20/02/2011,D,FC Twente,NEC Nijmegen
1,0,20/02/2011,H,Ajax,VVV-Venlo
1,0,25/02/2011,H,VVV-Venlo,Excelsior
1,1,26/02/2011,D,Roda JC,De Graafschap
4,3,26/02/2011,H,Willem II,SC Heerenveen
6,1,26/02/2011,H,Heracles Almelo,Vitesse
3,2,26/02/2011,H,NAC Breda,ADO Den Haag
2,1,27/02/2011,H,AZ Alkmaar,FC Twente
5,1,27/02/2011,H,Feyenoord,FC Groningen
1,1,27/02/2011,D,NEC Nijmegen,FC Utrecht
0,0,27/02/2011,D,PSV Eindhoven,Ajax
2,1,04/03/2011,H,De Graafschap,Willem II
2,0,05/03/2011,H,Vitesse,VVV-Venlo
2,3,05/03/2011,A,Excelsior,PSV Eindhoven
2,0,05/03/2011,H,FC Twente,NAC Breda
5,1,05/03/2011,H,ADO Den Haag,NEC Nijmegen
4,0,06/03/2011,H,Ajax,AZ Alkmaar
1,4,06/03/2011,A,FC Groningen,Heracles Almelo
0,1,06/03/2011,A,SC Heerenveen,Feyenoord
1,1,06/03/2011,D,FC Utrecht,Roda JC
1,0,11/03/2011,H,FC Utrecht,FC Groningen
4,1,12/03/2011,H,Heracles Almelo,Excelsior
1,2,12/03/2011,A,Roda JC,AZ Alkmaar
1,1,12/03/2011,D,Vitesse,SC Heerenveen
2,1,13/03/2011,H,Feyenoord,NAC Breda
1,0,13/03/2011,H,De Graafschap,ADO Den Haag
2,2,13/03/2011,D,NEC Nijmegen,PSV Eindhoven
2,1,13/03/2011,H,FC Twente,VVV-Venlo
1,3,13/03/2011,A,Willem II,Ajax
3,1,18/03/2011,H,AZ Alkmaar,Vitesse
0,0,19/03/2011,D,VVV-Venlo,Willem II
1,0,19/03/2011,H,NEC Nijmegen,De Graafschap
4,2,19/03/2011,H,Heracles Almelo,SC Heerenveen
0,1,19/03/2011,A,NAC Breda,FC Groningen
3,2,20/03/2011,H,ADO Den Haag,Ajax
0,2,20/03/2011,A,Excelsior,FC Twente
1,0,20/03/2011,H,PSV Eindhoven,FC Utrecht
3,0,20/03/2011,H,Roda JC,Feyenoord
2,0,02/04/2011,H,FC Twente,PSV Eindhoven
4,5,02/04/2011,A,Willem II,Roda JC
1,3,02/04/2011,A,De Graafschap,NAC Breda
0,1,02/04/2011,A,Feyenoord,AZ Alkmaar
2,3,02/04/2011,A,SC Heerenveen,Excelsior
3,0,03/04/2011,H,Ajax,Heracles Almelo
3,2,03/04/2011,H,FC Groningen,VVV-Venlo
2,3,03/04/2011,A,FC Utrecht,ADO Den Haag
2,1,03/04/2011,H,Vitesse,NEC Nijmegen
1,1,08/04/2011,D,AZ Alkmaar,NAC Breda
1,4,09/04/2011,A,VVV-Venlo,NEC Nijmegen
2,6,09/04/2011,A,Willem II,Heracles Almelo
0,0,09/04/2011,D,Excelsior,De Graafschap
1,0,09/04/2011,H,ADO Den Haag,Vitesse
2,0,10/04/2011,H,Ajax,FC Groningen
2,2,10/04/2011,D,PSV Eindhoven,SC Heerenveen
1,1,10/04/2011,D,FC Twente,Roda JC
0,4,10/04/2011,A,FC Utrecht,Feyenoord
3,0,15/04/2011,H,SC Heerenveen,FC Utrecht
2,1,16/04/2011,H,Vitesse,FC Groningen
5,2,16/04/2011,H,Roda JC,VVV-Venlo
3,1,16/04/2011,H,AZ Alkmaar,ADO Den Haag
1,2,16/04/2011,A,NAC Breda,Excelsior
6,1,17/04/2011,H,Feyenoord,Willem II
1,1,17/04/2011,D,De Graafschap,FC Twente
0,2,17/04/2011,A,Heracles Almelo,PSV Eindhoven
1,2,17/04/2011,A,NEC Nijmegen,Ajax
1,2,22/04/2011,A,ADO Den Haag,FC Twente
2,1,23/04/2011,H,Willem II,AZ Alkmaar
5,1,23/04/2011,H,Roda JC,NAC Breda
2,0,23/04/2011,H,Heracles Almelo,De Graafschap
2,2,23/04/2011,D,VVV-Venlo,SC Heerenveen
4,1,24/04/2011,H,Ajax,Excelsior
3,1,24/04/2011,H,Feyenoord,PSV Eindhoven
4,2,24/04/2011,H,FC Utrecht,Vitesse
3,1,24/04/2011,H,FC Groningen,NEC Nijmegen
5,1,01/05/2011,H,AZ Alkmaar,De Graafschap
3,2,01/05/2011,H,VVV-Venlo,Feyenoord
2,1,01/05/2011,H,PSV Eindhoven,Vitesse
4,0,01/05/2011,H,FC Twente,Willem II
1,2,01/05/2011,A,NAC Breda,Heracles Almelo
1,2,01/05/2011,A,SC Heerenveen,Ajax
3,1,01/05/2011,H,Excelsior,FC Utrecht
2,4,01/05/2011,A,ADO Den Haag,FC Groningen
5,0,01/05/2011,H,NEC Nijmegen,Roda JC
1,1,15/05/2011,D,Feyenoord,NEC Nijmegen
1,0,15/05/2011,H,De Graafschap,VVV-Venlo
0,0,15/05/2011,D,FC Groningen,PSV Eindhoven
3,0,15/05/2011,H,Heracles Almelo,ADO Den Haag
0,0,15/05/2011,D,Roda JC,SC Heerenveen
5,1,15/05/2011,H,FC Utrecht,AZ Alkmaar
1,4,15/05/2011,A,Vitesse,Excelsior
0,1,15/05/2011,A,Willem II,NAC Breda
3,1,15/05/2011,H,Ajax,FC Twente
0,2,05/08/2011,A,Excelsior,Feyenoord
2,2,06/08/2011,D,RKC Waalwijk,Heracles Almelo
2,1,06/08/2011,H,Roda JC,FC Groningen
0,0,06/08/2011,D,VVV-Venlo,FC Utrecht
2,2,06/08/2011,D,SC Heerenveen,NEC Nijmegen
3,1,07/08/2011,H,AZ Alkmaar,PSV Eindhoven
0,0,07/08/2011,D,ADO Den Haag,Vitesse
1,4,07/08/2011,A,De Graafschap,Ajax
0,1,07/08/2011,A,NAC Breda,FC Twente
1,0,13/08/2011,H,PSV Eindhoven,RKC Waalwijk
2,0,13/08/2011,H,FC Twente,AZ Alkmaar
4,0,13/08/2011,H,Vitesse,VVV-Venlo
3,0,13/08/2011,H,Feyenoord,Roda JC
5,1,14/08/2011,H,Ajax,SC Heerenveen
4,2,14/08/2011,H,FC Groningen,ADO Den Haag
2,1,14/08/2011,H,Heracles Almelo,NAC Breda
2,2,14/08/2011,D,FC Utrecht,De Graafschap
2,0,15/08/2011,H,NEC Nijmegen,Excelsior
0,2,19/08/2011,A,Roda JC,RKC Waalwijk
2,1,20/08/2011,H,Vitesse,FC Utrecht
2,2,20/08/2011,D,NAC Breda,FC Groningen
1,5,20/08/2011,A,SC Heerenveen,FC Twente
1,1,20/08/2011,D,Excelsior,De Graafschap
0,3,21/08/2011,A,ADO Den Haag,PSV Eindhoven
1,1,21/08/2011,D,Heracles Almelo,Feyenoord
2,2,21/08/2011,D,VVV-Venlo,Ajax
4,0,21/08/2011,H,AZ Alkmaar,NEC Nijmegen
4,1,26/08/2011,H,Ajax,Vitesse
4,1,27/08/2011,H,FC Twente,VVV-Venlo
2,1,27/08/2011,H,RKC Waalwijk,NAC Breda
3,1,27/08/2011,H,FC Utrecht,Roda JC
2,1,27/08/2011,H,NEC Nijmegen,Heracles Almelo
0,3,28/08/2011,A,FC Groningen,AZ Alkmaar
2,2,28/08/2011,D,Feyenoord,SC Heerenveen
0,3,28/08/2011,A,De Graafschap,ADO Den Haag
6,1,28/08/2011,H,PSV Eindhoven,Excelsior
0,1,10/09/2011,A,ADO Den Haag,RKC Waalwijk
1,0,10/09/2011,H,De Graafschap,NEC Nijmegen
2,3,10/09/2011,A,Heracles Almelo,Ajax
2,1,10/09/2011,H,Roda JC,FC Twente
4,0,10/09/2011,H,AZ Alkmaar,Vitesse
2,3,11/09/2011,A,Excelsior,FC Utrecht
3,0,11/09/2011,H,SC Heerenveen,FC Groningen
1,3,11/09/2011,A,NAC Breda,Feyenoord
3,3,11/09/2011,D,VVV-Venlo,PSV Eindhoven
1,2,16/09/2011,A,NEC Nijmegen,NAC Breda
0,3,17/09/2011,A,VVV-Venlo,SC Heerenveen
4,0,17/09/2011,H,Feyenoord,De Graafschap
5,0,17/09/2011,H,Vitesse,Roda JC
2,0,17/09/2011,H,FC Groningen,Excelsior
2,2,18/09/2011,D,PSV Eindhoven,Ajax
5,2,18/09/2011,H,FC Twente,ADO Den Haag
2,2,18/09/2011,D,FC Utrecht,Heracles Almelo
1,2,18/09/2011,A,RKC Waalwijk,AZ Alkmaar
1,1,24/09/2011,D,Ajax,FC Twente
2,0,24/09/2011,H,ADO Den Haag,VVV-Venlo
1,1,24/09/2011,D,SC Heerenveen,Heracles Almelo
1,0,24/09/2011,H,NAC Breda,FC Utrecht
7,1,24/09/2011,H,PSV Eindhoven,Roda JC
2,0,25/09/2011,H,RKC Waalwijk,NEC Nijmegen
2,3,25/09/2011,A,De Graafschap,FC Groningen
2,1,25/09/2011,H,AZ Alkmaar,Feyenoord
0,2,25/09/2011,A,Excelsior,Vitesse
2,0,30/09/2011,H,Heracles Almelo,De Graafschap
4,3,01/10/2011,H,Roda JC,NAC Breda
3,0,01/10/2011,H,FC Utrecht,RKC Waalwijk
1,1,01/10/2011,D,Vitesse,SC Heerenveen
1,0,02/10/2011,H,FC Groningen,Ajax
0,2,02/10/2011,A,NEC Nijmegen,PSV Eindhoven
2,2,02/10/2011,D,FC Twente,Excelsior
1,3,02/10/2011,A,VVV-Venlo,AZ Alkmaar
0,3,02/10/2011,A,Feyenoord,ADO Den Haag
1,0,15/10/2011,H,PSV Eindhoven,FC Utrecht
0,4,15/10/2011,A,RKC Waalwijk,FC Twente
2,1,15/10/2011,H,Heracles Almelo,FC Groningen
1,1,15/10/2011,D,SC Heerenveen,De Graafschap
2,2,15/10/2011,D,Ajax,AZ Alkmaar
2,0,16/10/2011,H,NAC Breda,Excelsior
4,0,16/10/2011,H,Feyenoord,VVV-Venlo
0,1,16/10/2011,A,NEC Nijmegen,Vitesse
4,1,16/10/2011,H,Roda JC,ADO Den Haag
3,1,21/10/2011,H,De Graafschap,NAC Breda
1,0,22/10/2011,H,ADO Den Haag,NEC Nijmegen
1,4,22/10/2011,A,FC Utrecht,SC Heerenveen
4,1,22/10/2011,H,VVV-Venlo,RKC Waalwijk
0,2,22/10/2011,A,Excelsior,Heracles Almelo
1,1,23/10/2011,D,Ajax,Feyenoord
1,0,23/10/2011,H,AZ Alkmaar,Roda JC
1,1,23/10/2011,D,FC Groningen,FC Twente
1,1,23/10/2011,D,Vitesse,PSV Eindhoven
3,1,28/10/2011,H,NAC Breda,VVV-Venlo
1,0,29/10/2011,H,Excelsior,RKC Waalwijk
4,0,29/10/2011,H,SC Heerenveen,ADO Den Haag
0,4,29/10/2011,A,Roda JC,Ajax
2,2,29/10/2011,D,FC Twente,PSV Eindhoven
3,1,30/10/2011,H,NEC Nijmegen,FC Utrecht
6,0,30/10/2011,H,FC Groningen,Feyenoord
0,1,30/10/2011,A,Heracles Almelo,AZ Alkmaar
0,1,30/10/2011,A,De Graafschap,Vitesse
0,0,04/11/2011,D,VVV-Venlo,Excelsior
0,1,05/11/2011,A,Feyenoord,NEC Nijmegen
1,0,05/11/2011,H,NAC Breda,Vitesse
1,2,05/11/2011,A,Roda JC,SC Heerenveen
1,1,05/11/2011,D,RKC Waalwijk,FC Groningen
3,0,06/11/2011,H,AZ Alkmaar,ADO Den Haag
4,1,06/11/2011,H,PSV Eindhoven,Heracles Almelo
4,0,06/11/2011,H,FC Twente,De Graafschap
6,4,06/11/2011,H,FC Utrecht,Ajax
1,1,19/11/2011,D,Heracles Almelo,FC Twente
1,2,19/11/2011,A,NEC Nijmegen,Roda JC
1,1,19/11/2011,D,SC Heerenveen,RKC Waalwijk
2,2,19/11/2011,D,Ajax,NAC Breda
1,3,19/11/2011,A,De Graafschap,PSV Eindhoven
0,4,20/11/2011,A,Vitesse,Feyenoord
2,1,20/11/2011,H,FC Groningen,VVV-Venlo
2,2,20/11/2011,D,ADO Den Haag,FC Utrecht
2,0,25/11/2011,H,AZ Alkmaar,FC Utrecht
2,2,26/11/2011,D,NAC Breda,SC Heerenveen
6,1,26/11/2011,H,PSV Eindhoven,FC Groningen
3,1,26/11/2011,H,Roda JC,Heracles Almelo
1,2,26/11/2011,A,VVV-Venlo,De Graafschap
1,1,27/11/2011,D,Excelsior,ADO Den Haag
0,3,27/11/2011,A,NEC Nijmegen,Ajax
0,0,27/11/2011,D,FC Twente,Vitesse
1,2,27/11/2011,A,RKC Waalwijk,Feyenoord
7,0,02/12/2011,H,Heracles Almelo,VVV-Venlo
4,1,03/12/2011,H,Ajax,Excelsior
3,0,03/12/2011,H,ADO Den Haag,NAC Breda
1,2,03/12/2011,A,De Graafschap,Roda JC
3,3,03/12/2011,D,FC Groningen,NEC Nijmegen
4,0,04/12/2011,H,Vitesse,RKC Waalwijk
2,6,04/12/2011,A,FC Utrecht,FC Twente
5,1,04/12/2011,H,SC Heerenveen,AZ Alkmaar
2,0,04/12/2011,H,Feyenoord,PSV Eindhoven
0,0,07/12/2011,D,Excelsior,AZ Alkmaar
2,0,09/12/2011,H,ADO Den Haag,Heracles Almelo
4,0,10/12/2011,H,AZ Alkmaar,De Graafschap
0,5,10/12/2011,A,Excelsior,SC Heerenveen
1,0,10/12/2011,H,PSV Eindhoven,NAC Breda
2,0,10/12/2011,H,FC Twente,NEC Nijmegen
2,2,11/12/2011,D,FC Utrecht,Feyenoord
0,0,11/12/2011,D,Vitesse,FC Groningen
2,0,11/12/2011,H,VVV-Venlo,Roda JC
0,1,11/12/2011,A,RKC Waalwijk,Ajax
1,3,16/12/2011,A,De Graafschap,RKC Waalwijk
7,0,17/12/2011,H,Roda JC,Excelsior
2,0,17/12/2011,H,NEC Nijmegen,VVV-Venlo
0,1,17/12/2011,A,Heracles Almelo,Vitesse
1,0,17/12/2011,H,FC Groningen,FC Utrecht
4,0,18/12/2011,H,Ajax,ADO Den Haag
1,5,18/12/2011,A,SC Heerenveen,PSV Eindhoven
2,1,18/12/2011,H,NAC Breda,AZ Alkmaar
3,2,18/12/2011,H,Feyenoord,FC Twente
3,3,20/01/2012,D,ADO Den Haag,Roda JC
3,0,21/01/2012,H,Excelsior,NAC Breda
0,2,21/01/2012,A,De Graafschap,SC Heerenveen
5,0,21/01/2012,H,FC Twente,RKC Waalwijk
1,1,22/01/2012,D,AZ Alkmaar,Ajax
1,1,22/01/2012,D,FC Utrecht,PSV Eindhoven
0,1,22/01/2012,A,Vitesse,NEC Nijmegen
2,1,22/01/2012,H,VVV-Venlo,Feyenoord
2,1,22/01/2012,H,FC Groningen,Heracles Almelo
3,1,27/01/2012,H,PSV Eindhoven,Vitesse
2,0,28/01/2012,H,Roda JC,AZ Alkmaar
2,0,28/01/2012,H,SC Heerenveen,FC Utrecht
1,1,28/01/2012,D,NAC Breda,De Graafschap
3,0,28/01/2012,H,Heracles Almelo,Excelsior
4,0,29/01/2012,H,RKC Waalwijk,VVV-Venlo
4,1,29/01/2012,H,FC Twente,FC Groningen
4,2,29/01/2012,H,Feyenoord,Ajax
2,0,29/01/2012,H,NEC Nijmegen,ADO Den Haag
4,3,03/02/2012,H,SC Heerenveen,Roda JC
3,1,04/02/2012,H,Excelsior,VVV-Venlo
1,0,04/02/2012,H,Vitesse,NAC Breda
0,3,05/02/2012,A,FC Groningen,RKC Waalwijk
1,1,05/02/2012,D,Heracles Almelo,PSV Eindhoven
0,2,05/02/2012,A,NEC Nijmegen,Feyenoord
0,2,05/02/2012,A,Ajax,FC Utrecht
0,6,08/02/2012,A,ADO Den Haag,AZ Alkmaar
2,3,10/02/2012,A,FC Twente,Heracles Almelo
0,2,11/02/2012,A,NAC Breda,Ajax
2,0,11/02/2012,H,VVV-Venlo,FC Groningen
1,0,11/02/2012,H,Roda JC,NEC Nijmegen
2,0,11/02/2012,H,AZ Alkmaar,Excelsior
3,1,12/02/2012,H,Feyenoord,Vitesse
4,1,12/02/2012,H,PSV Eindhoven,De Graafschap
1,1,12/02/2012,D,FC Utrecht,ADO Den Haag
0,1,12/02/2012,A,RKC Waalwijk,SC Heerenveen
1,0,17/02/2012,H,SC Heerenveen,NAC Breda
1,1,18/02/2012,D,ADO Den Haag,Excelsior
1,1,18/02/2012,D,Feyenoord,RKC Waalwijk
1,4,18/02/2012,A,De Graafschap,VVV-Venlo
2,1,18/02/2012,H,Heracles Almelo,Roda JC
3,0,19/02/2012,H,FC Utrecht,AZ Alkmaar
3,0,19/02/2012,H,FC Groningen,PSV Eindhoven
1,4,19/02/2012,A,Vitesse,FC Twente
4,1,19/02/2012,H,Ajax,NEC Nijmegen
1,0,24/02/2012,H,RKC Waalwijk,Vitesse
3,1,25/02/2012,H,VVV-Venlo,Heracles Almelo
0,2,25/02/2012,A,Roda JC,De Graafschap
4,0,25/02/2012,H,NAC Breda,ADO Den Haag
4,0,25/02/2012,H,NEC Nijmegen,FC Groningen
3,3,26/02/2012,D,AZ Alkmaar,SC Heerenveen
1,4,26/02/2012,A,Excelsior,Ajax
3,2,26/02/2012,H,PSV Eindhoven,Feyenoord
1,0,26/02/2012,H,FC Twente,FC Utrecht
3,1,03/03/2012,H,AZ Alkmaar,Heracles Almelo
0,0,03/03/2012,D,ADO Den Haag,SC Heerenveen
2,1,03/03/2012,H,VVV-Venlo,NAC Breda
