FTHG,FTAG,Date,FTR,HomeTeam,AwayTeam
1,0,28/12/2008,H,AZ Alkmaar,NEC Nijmegen
2,3,28/12/2008,A,FC Groningen,SC Heerenveen
3,1,28/12/2008,H,FC Utrecht,Roda JC
3,1,16/01/2009,H,SC Heerenveen,Feyenoord
2,1,17/01/2009,H,FC Twente,Vitesse
1,0,17/01/2009,H,De Graafschap,Willem II
2,2,17/01/2009,D,ADO Den Haag,Heracles Almelo
1,1,17/01/2009,D,NAC Breda,FC Utrecht
2,4,18/01/2009,A,NEC Nijmegen,Ajax
1,1,18/01/2009,D,Roda JC,PSV Eindhoven
1,1,18/01/2009,D,Sparta Rotterdam,FC Groningen
0,2,18/01/2009,A,FC Volendam,AZ Alkmaar
2,0,24/01/2009,H,AZ Alkmaar,De Graafschap
1,1,24/01/2009,D,Feyenoord,Willem II
2,0,24/01/2009,H,SC Heerenveen,Roda JC
2,2,24/01/2009,D,PSV Eindhoven,NAC Breda
0,1,25/01/2009,A,FC Volendam,ADO Den Haag
0,0,25/01/2009,D,Vitesse,NEC Nijmegen
3,3,25/01/2009,D,FC Utrecht,Sparta Rotterdam
1,0,25/01/2009,H,FC Groningen,Ajax
1,2,25/01/2009,A,Heracles Almelo,FC Twente
3,1,30/01/2009,H,Roda JC,Heracles Almelo
0,1,31/01/2009,A,Ajax,SC Heerenveen
0,1,31/01/2009,A,ADO Den Haag,FC Groningen
1,1,31/01/2009,D,NAC Breda,FC Volendam
0,2,31/01/2009,A,Willem II,Vitesse
0,3,01/02/2009,A,De Graafschap,PSV Eindhoven
1,0,01/02/2009,H,NEC Nijmegen,Feyenoord
0,2,01/02/2009,A,Sparta Rotterdam,AZ Alkmaar
0,0,01/02/2009,D,FC Twente,FC Utrecht
2,2,03/02/2009,D,Ajax,Heracles Almelo
1,0,03/02/2009,H,Vitesse,SC Heerenveen
1,2,03/02/2009,A,Willem II,FC Volendam
3,0,04/02/2009,H,FC Utrecht,De Graafschap
4,1,04/02/2009,H,FC Twente,NAC Breda
1,0,04/02/2009,H,AZ Alkmaar,Roda JC
1,0,04/02/2009,H,Feyenoord,Sparta Rotterdam
2,0,04/02/2009,H,FC Groningen,NEC Nijmegen
6,0,05/02/2009,H,PSV Eindhoven,ADO Den Haag
3,1,07/02/2009,H,AZ Alkmaar,Willem II
3,1,07/02/2009,H,SC Heerenveen,NAC Breda
1,1,07/02/2009,D,Heracles Almelo,NEC Nijmegen
0,1,07/02/2009,A,Roda JC,Sparta Rotterdam
4,1,08/02/2009,H,Vitesse,Ajax
3,5,08/02/2009,A,FC Volendam,PSV Eindhoven
2,2,08/02/2009,D,De Graafschap,FC Twente
3,1,08/02/2009,H,FC Utrecht,ADO Den Haag
0,0,08/02/2009,D,Feyenoord,FC Groningen
0,2,13/02/2009,A,Willem II,FC Utrecht
1,0,14/02/2009,H,NAC Breda,Roda JC
2,2,14/02/2009,D,PSV Eindhoven,AZ Alkmaar
2,1,14/02/2009,H,FC Twente,FC Volendam
1,0,14/02/2009,H,ADO Den Haag,De Graafschap
2,0,15/02/2009,H,Ajax,Feyenoord
2,0,15/02/2009,H,FC Groningen,Heracles Almelo
1,1,15/02/2009,D,NEC Nijmegen,SC Heerenveen
0,0,15/02/2009,D,Sparta Rotterdam,Vitesse
3,0,20/02/2009,H,Vitesse,Roda JC
0,2,21/02/2009,A,Heracles Almelo,AZ Alkmaar
3,1,21/02/2009,H,SC Heerenveen,Willem II
0,1,21/02/2009,A,FC Groningen,PSV Eindhoven
1,1,21/02/2009,D,ADO Den Haag,NAC Breda
0,2,22/02/2009,A,De Graafschap,Feyenoord
1,2,22/02/2009,A,Sparta Rotterdam,FC Twente
0,2,22/02/2009,A,FC Utrecht,NEC Nijmegen
2,1,22/02/2009,H,Ajax,FC Volendam
2,3,27/02/2009,A,PSV Eindhoven,SC Heerenveen
3,0,28/02/2009,H,AZ Alkmaar,FC Groningen
3,1,28/02/2009,H,NAC Breda,Sparta Rotterdam
3,1,28/02/2009,H,Roda JC,De Graafschap
0,3,28/02/2009,A,Willem II,Heracles Almelo
2,2,01/03/2009,D,Feyenoord,Vitesse
1,0,01/03/2009,H,FC Twente,ADO Den Haag
0,2,01/03/2009,A,FC Utrecht,Ajax
1,1,01/03/2009,D,FC Volendam,NEC Nijmegen
0,1,06/03/2009,A,Sparta Rotterdam,Willem II
1,0,07/03/2009,H,De Graafschap,Heracles Almelo
2,1,07/03/2009,H,SC Heerenveen,FC Groningen
1,1,07/03/2009,D,FC Twente,PSV Eindhoven
1,1,08/03/2009,D,ADO Den Haag,Ajax
1,2,08/03/2009,A,NAC Breda,Feyenoord
0,1,08/03/2009,A,NEC Nijmegen,AZ Alkmaar
0,0,08/03/2009,D,Roda JC,FC Utrecht
1,0,08/03/2009,H,FC Volendam,Vitesse
2,0,13/03/2009,H,FC Groningen,Roda JC
5,1,14/03/2009,H,SC Heerenveen,Sparta Rotterdam
1,1,14/03/2009,D,Heracles Almelo,FC Volendam
0,3,14/03/2009,A,Vitesse,NAC Breda
0,2,14/03/2009,A,Willem II,FC Twente
0,1,15/03/2009,A,FC Utrecht,AZ Alkmaar
3,0,15/03/2009,H,ADO Den Haag,NEC Nijmegen
3,0,15/03/2009,H,Ajax,De Graafschap
1,0,15/03/2009,H,Feyenoord,PSV Eindhoven
2,0,20/03/2009,H,De Graafschap,SC Heerenveen
0,0,21/03/2009,D,NEC Nijmegen,Willem II
2,0,21/03/2009,H,PSV Eindhoven,Vitesse
1,0,21/03/2009,H,Sparta Rotterdam,Heracles Almelo
0,0,22/03/2009,D,AZ Alkmaar,Feyenoord
0,3,22/03/2009,A,NAC Breda,Ajax
2,0,22/03/2009,H,Roda JC,ADO Den Haag
2,1,22/03/2009,H,FC Twente,FC Groningen
0,0,22/03/2009,D,FC Volendam,FC Utrecht
1,1,03/04/2009,D,NEC Nijmegen,FC Twente
0,1,04/04/2009,A,FC Utrecht,FC Groningen
4,1,04/04/2009,H,AZ Alkmaar,ADO Den Haag
1,1,04/04/2009,D,Heracles Almelo,SC Heerenveen
0,2,04/04/2009,A,Sparta Rotterdam,PSV Eindhoven
1,2,05/04/2009,A,Roda JC,Ajax
0,0,05/04/2009,D,Vitesse,De Graafschap
2,1,05/04/2009,H,FC Volendam,Feyenoord
2,0,05/04/2009,H,Willem II,NAC Breda
0,1,10/04/2009,A,NAC Breda,AZ Alkmaar
1,2,11/04/2009,A,ADO Den Haag,Sparta Rotterdam
2,2,11/04/2009,D,De Graafschap,NEC Nijmegen
2,0,11/04/2009,H,PSV Eindhoven,FC Utrecht
4,2,11/04/2009,H,FC Twente,Roda JC
1,0,12/04/2009,H,SC Heerenveen,FC Volendam
2,3,12/04/2009,A,FC Groningen,Vitesse
7,0,12/04/2009,H,Ajax,Willem II
5,1,12/04/2009,H,Feyenoord,Heracles Almelo
4,0,17/04/2009,H,Heracles Almelo,NAC Breda
1,2,18/04/2009,A,AZ Alkmaar,Vitesse
1,0,18/04/2009,H,Feyenoord,FC Twente
0,1,18/04/2009,A,De Graafschap,FC Groningen
1,1,18/04/2009,D,NEC Nijmegen,Roda JC
6,2,19/04/2009,H,PSV Eindhoven,Ajax
2,1,19/04/2009,H,FC Utrecht,SC Heerenveen
3,0,19/04/2009,H,FC Volendam,Sparta Rotterdam
3,3,19/04/2009,D,Willem II,ADO Den Haag
0,0,24/04/2009,D,Sparta Rotterdam,De Graafschap
2,3,25/04/2009,A,NEC Nijmegen,NAC Breda
1,1,25/04/2009,D,Roda JC,FC Volendam
1,1,25/04/2009,D,SC Heerenveen,FC Twente
0,2,25/04/2009,A,Heracles Almelo,PSV Eindhoven
1,1,26/04/2009,D,Ajax,AZ Alkmaar
2,3,26/04/2009,A,ADO Den Haag,Feyenoord
0,0,26/04/2009,D,FC Groningen,Willem II
6,1,26/04/2009,H,Vitesse,FC Utrecht
0,1,03/05/2009,A,FC Volendam,FC Groningen
1,0,03/05/2009,H,Vitesse,Heracles Almelo
2,2,03/05/2009,D,FC Utrecht,Feyenoord
3,0,03/05/2009,H,FC Twente,AZ Alkmaar
4,0,03/05/2009,H,Sparta Rotterdam,Ajax
0,1,03/05/2009,A,Roda JC,Willem II
1,1,03/05/2009,D,PSV Eindhoven,NEC Nijmegen
0,1,03/05/2009,A,NAC Breda,De Graafschap
2,2,03/05/2009,D,SC Heerenveen,ADO Den Haag
0,3,10/05/2009,A,Willem II,PSV Eindhoven
1,1,10/05/2009,D,NEC Nijmegen,Sparta Rotterdam
1,1,10/05/2009,D,Heracles Almelo,FC Utrecht
1,0,10/05/2009,H,FC Groningen,NAC Breda
1,0,10/05/2009,H,Ajax,FC Twente
2,3,10/05/2009,A,Feyenoord,Roda JC
3,1,10/05/2009,H,ADO Den Haag,Vitesse
3,1,10/05/2009,H,AZ Alkmaar,SC Heerenveen
2,2,10/05/2009,D,De Graafschap,FC Volendam
0,0,31/07/2009,D,SC Heerenveen,Roda JC
3,2,01/08/2009,H,Heracles Almelo,AZ Alkmaar
0,2,01/08/2009,A,Sparta Rotterdam,FC Twente
0,1,01/08/2009,A,RKC Waalwijk,FC Utrecht
3,1,01/08/2009,H,Willem II,Vitesse
3,3,02/08/2009,D,PSV Eindhoven,VVV-Venlo
1,2,02/08/2009,A,ADO Den Haag,NAC Breda
2,0,02/08/2009,H,Feyenoord,NEC Nijmegen
0,2,02/08/2009,A,FC Groningen,Ajax
2,0,07/08/2009,H,AZ Alkmaar,Sparta Rotterdam
4,1,07/08/2009,H,NEC Nijmegen,SC Heerenveen
4,1,08/08/2009,H,Ajax,RKC Waalwijk
1,1,08/08/2009,D,Roda JC,FC Groningen
0,0,09/08/2009,D,NAC Breda,Heracles Almelo
1,1,09/08/2009,D,FC Twente,PSV Eindhoven
1,0,09/08/2009,H,FC Utrecht,Willem II
0,0,09/08/2009,D,Vitesse,Feyenoord
2,2,09/08/2009,D,VVV-Venlo,ADO Den Haag
2,1,15/08/2009,H,Sparta Rotterdam,Willem II
0,6,15/08/2009,A,RKC Waalwijk,AZ Alkmaar
0,1,15/08/2009,A,ADO Den Haag,FC Twente
1,0,15/08/2009,H,SC Heerenveen,Vitesse
1,2,16/08/2009,A,FC Groningen,NAC Breda
0,1,16/08/2009,A,Heracles Almelo,Feyenoord
4,3,16/08/2009,H,PSV Eindhoven,Ajax
1,0,16/08/2009,H,Roda JC,NEC Nijmegen
2,2,16/08/2009,D,FC Utrecht,VVV-Venlo
1,3,22/08/2009,A,Vitesse,ADO Den Haag
2,2,22/08/2009,D,VVV-Venlo,FC Groningen
0,1,22/08/2009,A,Willem II,Heracles Almelo
0,0,23/08/2009,D,Ajax,Sparta Rotterdam
4,0,23/08/2009,H,Feyenoord,Roda JC
0,2,23/08/2009,A,SC Heerenveen,AZ Alkmaar
2,1,23/08/2009,H,FC Twente,RKC Waalwijk
3,1,23/08/2009,H,PSV Eindhoven,NAC Breda
3,4,28/08/2009,A,Roda JC,Vitesse
0,2,28/08/2009,A,RKC Waalwijk,ADO Den Haag
1,1,29/08/2009,D,NEC Nijmegen,VVV-Venlo
2,1,29/08/2009,H,AZ Alkmaar,Willem II
2,0,29/08/2009,H,FC Utrecht,Sparta Rotterdam
1,1,30/08/2009,D,Feyenoord,FC Twente
0,2,30/08/2009,A,FC Groningen,PSV Eindhoven
2,0,30/08/2009,H,NAC Breda,SC Heerenveen
0,3,30/08/2009,A,Heracles Almelo,Ajax
2,1,12/09/2009,H,ADO Den Haag,AZ Alkmaar
0,1,12/09/2009,A,SC Heerenveen,FC Groningen
3,0,12/09/2009,H,PSV Eindhoven,Roda JC
3,2,12/09/2009,H,FC Twente,FC Utrecht
6,0,13/09/2009,H,Ajax,NAC Breda
1,0,13/09/2009,H,Sparta Rotterdam,RKC Waalwijk
2,2,13/09/2009,D,Vitesse,NEC Nijmegen
1,0,13/09/2009,H,VVV-Venlo,Heracles Almelo
2,3,13/09/2009,A,Willem II,Feyenoord
2,1,18/09/2009,H,Willem II,FC Groningen
2,0,19/09/2009,H,Roda JC,NAC Breda
3,1,19/09/2009,H,Vitesse,RKC Waalwijk
0,1,19/09/2009,A,AZ Alkmaar,NEC Nijmegen
1,1,19/09/2009,D,Heracles Almelo,Sparta Rotterdam
0,1,20/09/2009,A,ADO Den Haag,FC Utrecht
1,3,20/09/2009,A,Feyenoord,PSV Eindhoven
0,2,20/09/2009,A,SC Heerenveen,FC Twente
0,4,20/09/2009,A,VVV-Venlo,Ajax
4,1,26/09/2009,H,RKC Waalwijk,Roda JC
3,1,26/09/2009,H,PSV Eindhoven,Willem II
2,1,26/09/2009,H,FC Twente,VVV-Venlo
1,0,26/09/2009,H,FC Utrecht,AZ Alkmaar
0,2,27/09/2009,A,NEC Nijmegen,Heracles Almelo
1,0,27/09/2009,H,FC Groningen,Vitesse
0,2,27/09/2009,A,NAC Breda,Feyenoord
3,0,27/09/2009,H,Ajax,ADO Den Haag
0,2,27/09/2009,A,Sparta Rotterdam,SC Heerenveen
1,1,30/09/2009,D,NEC Nijmegen,FC Utrecht
2,0,02/10/2009,H,Vitesse,Sparta Rotterdam
1,0,03/10/2009,H,AZ Alkmaar,NAC Breda
1,1,03/10/2009,D,ADO Den Haag,FC Groningen
3,0,03/10/2009,H,Feyenoord,RKC Waalwijk
1,1,03/10/2009,D,Willem II,NEC Nijmegen
1,1,04/10/2009,D,SC Heerenveen,VVV-Venlo
1,3,04/10/2009,A,Heracles Almelo,FC Twente
2,2,04/10/2009,D,Roda JC,Ajax
0,0,04/10/2009,D,FC Utrecht,PSV Eindhoven
1,0,17/10/2009,H,PSV Eindhoven,SC Heerenveen
4,0,17/10/2009,H,Ajax,Willem II
4,0,17/10/2009,H,NAC Breda,Vitesse
3,2,17/10/2009,H,FC Twente,AZ Alkmaar
0,1,18/10/2009,A,RKC Waalwijk,Heracles Almelo
1,1,18/10/2009,D,VVV-Venlo,Roda JC
2,1,18/10/2009,H,Sparta Rotterdam,Feyenoord
0,0,18/10/2009,D,FC Groningen,FC Utrecht
1,1,18/10/2009,D,NEC Nijmegen,ADO Den Haag
2,1,23/10/2009,H,FC Utrecht,Roda JC
1,0,24/10/2009,H,NAC Breda,RKC Waalwijk
2,3,24/10/2009,A,ADO Den Haag,Sparta Rotterdam
1,0,24/10/2009,H,Feyenoord,VVV-Venlo
0,2,24/10/2009,A,Vitesse,Heracles Almelo
0,4,25/10/2009,A,NEC Nijmegen,PSV Eindhoven
4,1,25/10/2009,H,Willem II,SC Heerenveen
2,4,25/10/2009,A,AZ Alkmaar,Ajax
4,0,25/10/2009,H,FC Twente,FC Groningen
1,1,30/10/2009,D,VVV-Venlo,NAC Breda
0,1,31/10/2009,A,FC Groningen,AZ Alkmaar
3,0,31/10/2009,H,SC Heerenveen,ADO Den Haag
1,0,31/10/2009,H,PSV Eindhoven,Vitesse
1,2,31/10/2009,A,Roda JC,FC Twente
2,0,01/11/2009,H,Sparta Rotterdam,NEC Nijmegen
5,1,01/11/2009,H,Ajax,Feyenoord
3,1,01/11/2009,H,Heracles Almelo,FC Utrecht
0,1,01/11/2009,A,RKC Waalwijk,Willem II
4,1,06/11/2009,H,FC Groningen,Heracles Almelo
0,1,07/11/2009,A,NEC Nijmegen,RKC Waalwijk
1,2,07/11/2009,A,Sparta Rotterdam,Roda JC
2,0,07/11/2009,H,Vitesse,VVV-Venlo
2,3,08/11/2009,A,FC Utrecht,SC Heerenveen
1,0,08/11/2009,H,FC Twente,Ajax
4,0,08/11/2009,H,NAC Breda,Willem II
1,5,08/11/2009,A,ADO Den Haag,PSV Eindhoven
1,1,08/11/2009,D,AZ Alkmaar,Feyenoord
3,3,21/11/2009,D,NAC Breda,NEC Nijmegen
2,4,21/11/2009,A,Roda JC,AZ Alkmaar
1,0,21/11/2009,H,FC Twente,Vitesse
3,1,21/11/2009,H,RKC Waalwijk,FC Groningen
1,1,22/11/2009,D,Willem II,ADO Den Haag
5,0,22/11/2009,H,VVV-Venlo,Sparta Rotterdam
5,1,22/11/2009,H,Ajax,SC Heerenveen
0,0,22/11/2009,D,Feyenoord,FC Utrecht
4,0,22/11/2009,H,PSV Eindhoven,Heracles Almelo
2,3,27/11/2009,A,Sparta Rotterdam,PSV Eindhoven
2,0,28/11/2009,H,AZ Alkmaar,VVV-Venlo
3,1,28/11/2009,H,SC Heerenveen,RKC Waalwijk
3,2,28/11/2009,H,Heracles Almelo,Roda JC
1,3,28/11/2009,A,Willem II,FC Twente
0,2,29/11/2009,A,ADO Den Haag,Feyenoord
2,2,29/11/2009,D,FC Groningen,NEC Nijmegen
3,1,29/11/2009,H,FC Utrecht,NAC Breda
1,5,29/11/2009,A,Vitesse,Ajax
2,1,04/12/2009,H,VVV-Venlo,Willem II
1,2,04/12/2009,A,AZ Alkmaar,Vitesse
2,2,04/12/2009,D,NAC Breda,Sparta Rotterdam
1,1,04/12/2009,D,Roda JC,ADO Den Haag
3,1,06/12/2009,H,Feyenoord,FC Groningen
3,1,06/12/2009,H,Heracles Almelo,SC Heerenveen
3,4,06/12/2009,A,NEC Nijmegen,FC Twente
2,0,06/12/2009,H,FC Utrecht,Ajax
0,2,06/12/2009,A,RKC Waalwijk,PSV Eindhoven
3,0,11/12/2009,H,Ajax,NEC Nijmegen
0,2,12/12/2009,A,SC Heerenveen,Feyenoord
1,0,12/12/2009,H,PSV Eindhoven,AZ Alkmaar
3,1,12/12/2009,H,FC Twente,NAC Breda
3,0,12/12/2009,H,VVV-Venlo,RKC Waalwijk
1,3,13/12/2009,A,Willem II,Roda JC
2,2,13/12/2009,D,Vitesse,FC Utrecht
1,4,13/12/2009,A,ADO Den Haag,Heracles Almelo
2,4,13/12/2009,A,Sparta Rotterdam,FC Groningen
1,0,18/12/2009,H,Heracles Almelo,VVV-Venlo
3,0,19/12/2009,H,AZ Alkmaar,ADO Den Haag
1,0,19/12/2009,H,Feyenoord,Willem II
4,1,19/12/2009,H,RKC Waalwijk,Sparta Rotterdam
1,1,17/01/2010,D,NAC Breda,Ajax
2,1,17/01/2010,H,NEC Nijmegen,Vitesse
0,0,17/01/2010,D,FC Utrecht,FC Twente
0,1,19/01/2010,A,Roda JC,PSV Eindhoven
2,0,20/01/2010,H,FC Groningen,SC Heerenveen
3,0,22/01/2010,H,PSV Eindhoven,NEC Nijmegen
0,1,23/01/2010,A,RKC Waalwijk,NAC Breda
4,2,23/01/2010,H,SC Heerenveen,Willem II
2,0,23/01/2010,H,Roda JC,FC Utrecht
1,2,23/01/2010,A,Heracles Almelo,Vitesse
1,1,24/01/2010,D,VVV-Venlo,Feyenoord
1,0,24/01/2010,H,Ajax,AZ Alkmaar
0,0,24/01/2010,D,FC Groningen,FC Twente
0,0,24/01/2010,D,Sparta Rotterdam,ADO Den Haag
2,1,29/01/2010,H,Willem II,RKC Waalwijk
0,1,30/01/2010,A,AZ Alkmaar,FC Groningen
2,1,30/01/2010,H,ADO Den Haag,SC Heerenveen
2,0,30/01/2010,H,NAC Breda,VVV-Venlo
1,0,30/01/2010,H,NEC Nijmegen,Sparta Rotterdam
1,1,31/01/2010,D,Feyenoord,Ajax
2,0,31/01/2010,H,FC Twente,Roda JC
0,0,31/01/2010,D,FC Utrecht,Heracles Almelo
0,0,31/01/2010,D,Vitesse,PSV Eindhoven
1,1,02/02/2010,D,NAC Breda,AZ Alkmaar
3,1,02/02/2010,H,VVV-Venlo,SC Heerenveen
2,0,03/02/2010,H,FC Twente,Heracles Almelo
2,1,03/02/2010,H,PSV Eindhoven,FC Utrecht
2,0,03/02/2010,H,FC Groningen,ADO Den Haag
1,1,03/02/2010,D,Sparta Rotterdam,Vitesse
4,0,03/02/2010,H,Ajax,Roda JC
0,1,04/02/2010,A,RKC Waalwijk,Feyenoord
1,2,05/02/2010,A,Willem II,NAC Breda
2,0,06/02/2010,H,SC Heerenveen,FC Utrecht
4,3,06/02/2010,H,Heracles Almelo,FC Groningen
2,0,06/02/2010,H,PSV Eindhoven,ADO Den Haag
2,1,06/02/2010,H,Roda JC,Sparta Rotterdam
3,0,07/02/2010,H,Ajax,FC Twente
1,2,07/02/2010,A,Feyenoord,AZ Alkmaar
2,0,07/02/2010,H,VVV-Venlo,Vitesse
0,1,07/02/2010,A,RKC Waalwijk,NEC Nijmegen
4,2,12/02/2010,H,NEC Nijmegen,NAC Breda
0,2,13/02/2010,A,SC Heerenveen,Ajax
1,2,13/02/2010,A,Vitesse,FC Twente
2,0,13/02/2010,H,AZ Alkmaar,Roda JC
3,0,13/02/2010,H,ADO Den Haag,Willem II
2,1,14/02/2010,H,FC Groningen,RKC Waalwijk
0,1,14/02/2010,A,Heracles Almelo,PSV Eindhoven
2,0,14/02/2010,H,Sparta Rotterdam,VVV-Venlo
0,0,14/02/2010,D,FC Utrecht,Feyenoord
2,1,17/02/2010,H,NEC Nijmegen,Willem II
2,1,19/02/2010,H,Roda JC,Heracles Almelo
0,2,20/02/2010,A,NAC Breda,FC Utrecht
0,2,20/02/2010,A,NEC Nijmegen,FC Groningen
3,3,20/02/2010,D,VVV-Venlo,AZ Alkmaar
1,2,20/02/2010,A,RKC Waalwijk,SC Heerenveen
1,0,21/02/2010,H,FC Twente,Willem II
2,2,21/02/2010,D,Feyenoord,ADO Den Haag
4,0,21/02/2010,H,Ajax,Vitesse
1,1,21/02/2010,D,PSV Eindhoven,Sparta Rotterdam
1,2,26/02/2010,A,ADO Den Haag,Roda JC
1,2,27/02/2010,A,SC Heerenveen,Heracles Almelo
0,3,27/02/2010,A,Vitesse,AZ Alkmaar
2,1,27/02/2010,H,Willem II,VVV-Venlo
4,0,28/02/2010,H,Ajax,FC Utrecht
2,3,28/02/2010,A,FC Groningen,Feyenoord
5,1,28/02/2010,H,PSV Eindhoven,RKC Waalwijk
2,2,28/02/2010,D,Sparta Rotterdam,NAC Breda
2,1,28/02/2010,H,FC Twente,NEC Nijmegen
2,1,06/03/2010,H,NAC Breda,PSV Eindhoven
1,1,06/03/2010,D,ADO Den Haag,Vitesse
3,2,06/03/2010,H,Heracles Almelo,Willem II
4,1,06/03/2010,H,AZ Alkmaar,SC Heerenveen
0,1,07/03/2010,A,RKC Waalwijk,FC Twente
1,0,07/03/2010,H,FC Groningen,VVV-Venlo
0,3,07/03/2010,A,Sparta Rotterdam,Ajax
1,0,07/03/2010,H,FC Utrecht,NEC Nijmegen
2,4,07/03/2010,A,Roda JC,Feyenoord
3,1,12/03/2010,H,FC Twente,ADO Den Haag
6,2,13/03/2010,H,AZ Alkmaar,RKC Waalwijk
0,3,13/03/2010,A,NAC Breda,FC Groningen
0,2,13/03/2010,A,NEC Nijmegen,Roda JC
0,1,13/03/2010,A,VVV-Venlo,FC Utrecht
4,1,14/03/2010,H,Ajax,PSV Eindhoven
1,1,14/03/2010,D,Feyenoord,Heracles Almelo
0,1,14/03/2010,A,Vitesse,SC Heerenveen
3,1,14/03/2010,H,Willem II,Sparta Rotterdam
4,1,19/03/2010,H,SC Heerenveen,NEC Nijmegen
1,1,20/03/2010,D,PSV Eindhoven,FC Twente
3,0,20/03/2010,H,Heracles Almelo,NAC Breda
0,3,20/03/2010,A,Willem II,FC Utrecht
1,0,21/03/2010,H,FC Groningen,Roda JC
0,1,21/03/2010,A,Sparta Rotterdam,AZ Alkmaar
1,5,21/03/2010,A,RKC Waalwijk,Ajax
0,0,21/03/2010,D,ADO Den Haag,VVV-Venlo
3,0,26/03/2010,H,NAC Breda,ADO Den Haag
3,2,27/03/2010,H,AZ Alkmaar,Heracles Almelo
4,2,27/03/2010,H,Roda JC,SC Heerenveen
3,0,27/03/2010,H,FC Twente,Sparta Rotterdam
2,1,27/03/2010,H,Vitesse,Willem II
3,0,28/03/2010,H,Ajax,FC Groningen
0,0,28/03/2010,D,NEC Nijmegen,Feyenoord
2,0,28/03/2010,H,FC Utrecht,RKC Waalwijk
2,4,28/03/2010,A,VVV-Venlo,PSV Eindhoven
2,1,31/03/2010,H,Feyenoord,Vitesse
3,0,02/04/2010,H,Vitesse,FC Groningen
4,1,03/04/2010,H,SC Heerenveen,Sparta Rotterdam
5,1,03/04/2010,H,Roda JC,RKC Waalwijk
0,2,03/04/2010,A,VVV-Venlo,FC Twente
2,0,03/04/2010,H,AZ Alkmaar,FC Utrecht
0,1,04/04/2010,A,ADO Den Haag,Ajax
0,0,04/04/2010,D,Feyenoord,NAC Breda
2,0,04/04/2010,H,Heracles Almelo,NEC Nijmegen
0,1,04/04/2010,A,Willem II,PSV Eindhoven
4,1,09/04/2010,H,RKC Waalwijk,Vitesse
1,0,10/04/2010,H,NAC Breda,Roda JC
0,0,10/04/2010,D,NEC Nijmegen,AZ Alkmaar
1,1,10/04/2010,D,Sparta Rotterdam,Heracles Almelo
2,0,10/04/2010,H,FC Twente,SC Heerenveen
0,2,11/04/2010,A,FC Utrecht,ADO Den Haag
0,0,11/04/2010,D,PSV Eindhoven,Feyenoord
7,0,11/04/2010,H,Ajax,VVV-Venlo
4,0,11/04/2010,H,FC Groningen,Willem II
1,0,13/04/2010,H,AZ Alkmaar,FC Twente
4,1,13/04/2010,H,Heracles Almelo,RKC Waalwijk
1,1,13/04/2010,D,Vitesse,NAC Breda
2,3,14/04/2010,A,ADO Den Haag,NEC Nijmegen
3,0,14/04/2010,H,Feyenoord,Sparta Rotterdam
2,2,14/04/2010,D,SC Heerenveen,PSV Eindhoven
4,2,14/04/2010,H,Roda JC,VVV-Venlo
1,1,14/04/2010,D,FC Utrecht,FC Groningen
0,2,14/04/2010,A,Willem II,Ajax
0,3,18/04/2010,A,Willem II,AZ Alkmaar
2,0,18/04/2010,H,VVV-Venlo,NEC Nijmegen
2,5,18/04/2010,A,Vitesse,Roda JC
3,1,18/04/2010,H,PSV Eindhoven,FC Groningen
0,3,18/04/2010,A,Sparta Rotterdam,FC Utrecht
2,0,18/04/2010,H,FC Twente,Feyenoord
4,0,18/04/2010,H,Ajax,Heracles Almelo
0,0,18/04/2010,D,SC Heerenveen,NAC Breda
4,0,18/04/2010,H,ADO Den Haag,RKC Waalwijk
1,1,02/05/2010,D,AZ Alkmaar,PSV Eindhoven
6,2,02/05/2010,H,Feyenoord,SC Heerenveen
3,1,02/05/2010,H,FC Groningen,Sparta Rotterdam
4,2,02/05/2010,H,Heracles Almelo,ADO Den Haag
0,2,02/05/2010,A,NAC Breda,FC Twente
1,4,02/05/2010,A,NEC Nijmegen,Ajax
3,2,02/05/2010,H,Roda JC,Willem II
2,2,02/05/2010,D,FC Utrecht,Vitesse
1,2,02/05/2010,A,RKC Waalwijk,VVV-Venlo
0,0,06/08/2010,D,Roda JC,FC Twente
1,0,07/08/2010,H,NEC Nijmegen,VVV-Venlo
3,0,07/08/2010,H,Heracles Almelo,Willem II
3,0,07/08/2010,H,De Graafschap,Excelsior
1,3,07/08/2010,A,SC Heerenveen,PSV Eindhoven
3,1,08/08/2010,H,Feyenoord,FC Utrecht
2,2,08/08/2010,D,FC Groningen,Ajax
1,1,08/08/2010,D,NAC Breda,AZ Alkmaar
3,1,08/08/2010,H,Vitesse,ADO Den Haag
4,2,14/08/2010,H,Ajax,Vitesse
1,1,14/08/2010,D,AZ Alkmaar,FC Groningen
6,0,14/08/2010,H,PSV Eindhoven,De Graafschap
0,0,14/08/2010,D,FC Twente,SC Heerenveen
1,0,14/08/2010,H,VVV-Venlo,Heracles Almelo
3,5,15/08/2010,A,Willem II,NEC Nijmegen
3,1,15/08/2010,H,FC Utrecht,NAC Breda
1,3,15/08/2010,A,ADO Den Haag,Roda JC
3,2,15/08/2010,H,Excelsior,Feyenoord
4,2,20/08/2010,H,Excelsior,NEC Nijmegen
3,1,21/08/2010,H,SC Heerenveen,NAC Breda
0,3,21/08/2010,A,Vitesse,FC Twente
3,0,21/08/2010,H,Ajax,Roda JC
2,1,21/08/2010,H,FC Groningen,De Graafschap
